
id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-02032,VWO-1912,Verify Heatmap creation on URL '/signup' (positive),Heatmaps,P3,Major,billing|dataloss|regression|security,SmartCode installed | Heatmap quota available,1. Navigate /heatmaps/new || 2. Enter URL /signup || 3. Save,Heatmap recording starts | Page status = Active,Functional,neha.khanna,VWO-25.S25,Archived
TC-02033,VWO-4006,Verify segment preview shows estimated visitor count (positive),Segmentation,P2,Blocker,billing|regression|security,Segment Draft,1. Click Preview,Estimated count + sample sessions shown,Functional,ishaan.mehta,VWO-25.S06,Active
TC-02034,VWO-5341,Verify renaming video-play goal updates references (retry),Goals,P2,Critical,accessibility|dataloss|firefox|i18n|regression,Goal in 2 campaigns,1. Rename goal || 2. Save,Both campaigns show new name,Functional,promode.dutta,VWO-25.S14,Active
TC-02035,VWO-4428,Verify Heatmap creation fails on malformed URL 'http:/bad' (low-bandwidth),Heatmaps,P2,Minor,billing|integration|regression|safari|security,User on /heatmaps/new,1. Enter 'http:/bad' || 2. Save,Validation error 'Invalid URL',Negative,sara.patel,VWO-25.S09,Active
TC-02036,VWO-4153,Verify Validate Installation reports missing snippet (high-load),SmartCode,P2,Major,dataloss|regression,Snippet not on site,1. Click Validate,Status = Not Found with troubleshooting tips,Negative,ishaan.mehta,VWO-25.S10,Active
TC-02037,VWO-3582,Verify QA Mode forces variation via cookie _vwo_qa for Firefox (en-US),AB Testing,P3,Critical,regression|smoke,Firefox has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,aditya.rao,VWO-25.S32,Active
TC-02038,VWO-3786,Verify scheduled open-text survey activates at start time (en-US),Surveys,P1,Major,api|regression,Survey Draft,1. Schedule start +1h || 2. Save,Status Scheduled then Running,Functional,aditya.rao,VWO-25.S14,Active
TC-02039,VWO-4107,Verify deleting segment asks for confirmation (en-GB),Segmentation,P2,Minor,chrome|firefox|regression|security,Segment exists,1. Delete || 2. Confirm,Segment removed,Functional,kavya.iyer,VWO-25.S23,Active
TC-02040,VWO-2916,Verify Device tab on report breaks down by device (fr-FR),Reports,P2,Critical,e2e|gdpr|regression,Report ready,1. Open Device tab,Mobile/desktop/tablet stats shown,Functional,neha.khanna,VWO-25.S27,Active
TC-02041,VWO-3149,Verify video-play goal triggers on YouTube embed play (ja-JP),Goals,P2,Major,accessibility|e2e|firefox|mobile|regression,YouTube iframe on page,1. Add video goal || 2. Play video,Conversion recorded,Functional,riya.sharma,VWO-25.S24,Draft
TC-02042,VWO-3190,Verify SmartCode in iframe captures parent URL correctly (ja-JP),SmartCode,P3,Trivial,chrome|dataloss|gdpr|regression,Iframe with snippet,1. Visit parent page,Reports show parent URL not iframe,Functional,dev.ranganathan,VWO-25.S01,Active
TC-02043,VWO-5072,Verify duplicating Heatmap copies URL and segment filters (hi-IN),Heatmaps,P2,Minor,regression|security,Heatmap exists,1. Click Duplicate,Copy retains URL & filters,Functional,harsh.gupta,VWO-25.S12,Active
TC-02044,VWO-4959,Verify regex target matches multiple control URLs in Split URL (pt-BR),Split URL,P2,Major,regression,Split URL Draft,1. Set target pattern '^/blog/.+' || 2. Add variant rewrite || 3. Save,All blog post URLs split | Other paths unaffected,Functional,harsh.gupta,VWO-25.S29,Active
TC-02045,VWO-3943,Verify A/B test on HTTPS site does not trigger mixed-content warning (Chrome),AB Testing,P2,Blocker,sanity|security,SmartCode loaded over HTTPS,1. Open test URL in Firefox || 2. Open DevTools console,No mixed-content warnings | All assets served over HTTPS,Security,vikram.singh,VWO-25.S14,Active
TC-02046,VWO-4706,Verify A/B test on HTTPS site does not trigger mixed-content warning (Firefox),AB Testing,P3,Major,edge|mobile|security,SmartCode loaded over HTTPS,1. Open test URL in Opera || 2. Open DevTools console,No mixed-content warnings | All assets served over HTTPS,Security,sara.patel,VWO-25.S10,Draft
TC-02047,VWO-5663,Verify invoice PDF download contains line items + tax (Safari),Billing,P2,Blocker,billing|smoke,Invoice exists,1. Click Download PDF,"PDF contains plan, tax, total",Functional,kavya.iyer,VWO-25.S50,Draft
TC-02048,VWO-4264,Verify deleting account triggers confirmation flow (Edge),Admin,P0,Critical,accessibility|gdpr|performance|safari,Owner role,1. Click Delete Account || 2. Type account name || 3. Confirm,Account scheduled for deletion in 30d,Functional,ishaan.mehta,VWO-25.S30,Active
TC-02049,VWO-3119,Verify audit log captures role changes with actor and target (mobile-web),Admin,P1,Minor,accessibility|edge|safari|sanity|security,Admin,1. Change user role || 2. Open /account/audit-log,"Row with actor, target, change",Security,kavya.iyer,VWO-25.S50,Active
TC-02050,VWO-1378,Verify custom dimension 'AccountId' in segment (tablet),Segmentation,P2,Trivial,api|dataloss|edge|gdpr|safari,CD AccountId registered,1. Add CD condition || 2. Save,Saved,Functional,neha.khanna,VWO-25.S23,Active
TC-02051,VWO-2463,Verify thank-you screen renders after NPS submit (slow 3G),Surveys,P1,Trivial,gdpr|regression|sanity,Survey Draft,1. Customize thank-you || 2. Save || 3. Submit answer,Custom thank-you visible,Functional,anika.bose,VWO-25.S25,Active
TC-02052,VWO-5563,Verify Forms creation fails when no form selector chosen (offline-online),Forms,P1,Major,edge|regression|security,User on /forms/new,1. Skip selector || 2. Save,Error 'Form element required',Negative,neha.khanna,VWO-25.S05,Draft
TC-02053,VWO-1902,Verify field mapping UI for Pardot (re-entry),Integrations,P1,Minor,e2e|regression,Pardot connected,1. Open mappings || 2. Map vwo_variation -> custom_dim_5 || 3. Save,Mapping saved and applied,Functional,arjun.kapoor,VWO-25.S52,Draft
TC-02054,VWO-2645,Verify uploading logo updates whitelabel header (after refresh),Admin,P2,Minor,sanity|security|ui,Owner role,1. Upload logo PNG,Header shows new logo,UI,riya.sharma,VWO-25.S26,Active
TC-02055,VWO-1101,Verify rollback of A/B test variation to previous revision (clean install),AB Testing,P0,Minor,e2e|performance|regression,Campaign 9051 has 3 saved revisions,1. Open /campaigns/9051/editor history || 2. Select revision 2 || 3. Click Restore,Editor reverts to revision 2 contents | Toast 'Restored',Functional,anika.bose,VWO-25.S25,Active
TC-02056,VWO-4739,Verify editing page-visit goal name updates campaign report (after upgrade),Goals,P1,Minor,regression|security,Campaign 5918 has goal,1. Open goal || 2. Rename || 3. Save,Name updated everywhere,Functional,ishaan.mehta,VWO-25.S12,Active
TC-02057,VWO-3093,Verify campaign #5681 report loads with all goal cards (warm cache),Reports,P2,Critical,chrome|regression|sanity,Campaign 5681 ran 24h,1. Open /campaigns/5681/report,Goal cards render | Loading skeleton transitions to data,Functional,sara.patel,VWO-25.S15,Active
TC-02058,VWO-5818,Verify Split URL warns on unreachable variant URL (warm cache),Split URL,P2,Minor,edge|integration|regression,Split URL Draft,1. Set variant '/does-not-exist-404' || 2. Click Validate,Warning 'Variant URL returned 404' | Launch allowed with confirmation,Negative,vikram.singh,VWO-25.S46,Draft
TC-02059,VWO-5718,Verify adding tag 'checkout-friction' to a recording (cookieless),Session Recordings,P1,Major,api|mobile|regression|sanity,Recording open,1. Add tag || 2. Save,Tag visible in list filter dropdown,Functional,neha.khanna,VWO-25.S31,Active
TC-02060,VWO-2961,Verify Forms report handles 50+ fields without UI break (third-party blocked),Forms,P1,Major,ui,Form has 60 fields,1. Open report,All fields render with virtual scroll,Boundary,kavya.iyer,VWO-25.S39,Active
TC-02061,VWO-5654,Verify QA Mode forces variation via cookie _vwo_qa for Safari (strict CSP),AB Testing,P2,Minor,integration|mobile|regression|sanity|security,Safari has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,sara.patel,VWO-25.S35,Draft
TC-02062,VWO-3979,Verify connecting Hubspot with bad token shows error (IE-removed),Integrations,P1,Minor,performance|security,User on connect screen,1. Enter invalid API key || 2. Save,Inline error 'Invalid token',Negative,arjun.kapoor,VWO-25.S40,Active
TC-02063,VWO-2810,Verify cookie 'plan=premium' condition in segment (role: Viewer),Segmentation,P0,Major,dataloss|regression|smoke,Segment Draft,1. Add cookie condition || 2. Save,Saved,Functional,kavya.iyer,VWO-25.S03,Draft
TC-02064,VWO-1602,Verify retry queue when Marketo 5xx (role: Admin),Integrations,P2,Minor,edge|performance|regression|security,Marketo returns 503,1. Trigger event,Event queued and retried within 30m,Integration,anika.bose,VWO-25.S27,Active
TC-02065,VWO-3474,Verify empty state when campaign has 0 visitors (EU DC),Reports,P2,Major,performance|safari|ui,Newly launched campaign,1. Open report,Empty state with 'Awaiting data' message,UI,riya.sharma,VWO-25.S43,Active
TC-02066,VWO-5575,Verify anti-flicker style hides body up to 1s (EU DC),SmartCode,P2,Minor,accessibility|firefox|integration|regression|smoke,Anti-flicker enabled,1. Open page slowly,Body hidden until VWO ready or 1s,Functional,arjun.kapoor,VWO-25.S15,Active
TC-02067,VWO-2210,Verify Heatmap on React SPA captures clicks across route changes (US DC),Heatmaps,P2,Critical,billing|regression|sanity,SPA with history pushState,1. Create Heatmap,Clicks captured per route,Functional,promode.dutta,VWO-25.S42,Active
TC-02068,VWO-4254,Verify nested audience condition (AND/OR) on Personalization (Asia DC),Personalization,P3,Minor,regression|ui,Personalize Draft,1. Add 'Country=US AND Plan=Pro' rule || 2. Save,Combined rule saved | Only US Pro users targeted,Functional,promode.dutta,VWO-25.S21,Active
TC-02069,VWO-1017,Verify empty form-submit goal name shows inline error (smoke),Goals,P0,Trivial,i18n|integration|regression,Add Goal modal open,1. Skip name || 2. Save,Error 'Name required',Negative,neha.khanna,VWO-25.S38,Active
TC-02070,VWO-4849,Verify GET /api/v1/campaigns returns paginated list (regression),API,P1,Major,api|billing|e2e|edge,Account has 50+ campaigns,1. GET /api/v1/campaigns?limit=20,20 items + next cursor,API,vikram.singh,VWO-25.S04,Active
TC-02071,VWO-2311,Verify renaming MVT section updates combinations table (p0),MVT,P1,Major,performance|ui,MVT Draft,1. Rename Section A to 'Hero' || 2. Save,Combinations show 'Hero' as section name,Functional,riya.sharma,VWO-25.S26,Active
TC-02072,VWO-2876,Verify cookie 'segment=enterprise' triggers Personalization (p1),Personalization,P3,Major,regression|safari,SmartCode cookie reader enabled,1. Audience cookie segment=enterprise || 2. Save,Enterprise cookie holders see banner,Functional,anika.bose,VWO-25.S43,Active
TC-02073,VWO-4260,Verify deleting segment asks for confirmation (critical-path),Segmentation,P3,Trivial,accessibility|i18n|performance|regression|smoke,Segment exists,1. Delete || 2. Confirm,Segment removed,Functional,dev.ranganathan,VWO-25.S40,Archived
TC-02074,VWO-5433,Verify audience targeting by 'hi-IN' locale on A/B test (edge case),AB Testing,P3,Critical,integration|regression|smoke|ui,Audience builder open,1. Add condition 'Browser language equals fr-FR' || 2. Save audience || 3. Apply to A/B test,Only fr-FR visitors enter the test | Bucket logs show locale match,Functional,ishaan.mehta,VWO-25.S45,Active
TC-02075,VWO-5634,Verify minimum OAuth scopes requested for Pardot (boundary),Integrations,P1,Minor,chrome|security,User initiates connect,1. Inspect consent screen,Only required scopes listed,Security,dev.ranganathan,VWO-25.S32,Active
TC-02076,VWO-4939,Verify resume after 24h pause picks up reporting cleanly (negative),AB Testing,P1,Major,mobile|regression|security,Campaign 4242 paused 24h ago,1. Open /campaigns/4242/overview || 2. Click Resume,Reporting timeline shows gap annotation | New visitors counted,Functional,neha.khanna,VWO-25.S45,Active
TC-02077,VWO-1497,Verify Forms creation fails when no form selector chosen (positive),Forms,P1,Minor,dataloss|regression|safari,User on /forms/new,1. Skip selector || 2. Save,Error 'Form element required',Negative,aditya.rao,VWO-25.S12,Active
TC-02078,VWO-2235,Verify Browser tab on report breaks down by browser (retry),Reports,P2,Minor,edge|regression|safari|ui,Report ready,1. Open Browser tab,Per-browser stats shown,Functional,vikram.singh,VWO-25.S48,Active
TC-02079,VWO-1665,Verify winner banner appears when probability >= 95% (low-bandwidth),Reports,P2,Trivial,dataloss|mobile|regression|security,Variation B P=96%,1. Open report,Banner 'Variation B is the winner',Functional,promode.dutta,VWO-25.S14,Archived
TC-02080,VWO-2836,Verify anti-flicker style hides body up to 1s (high-load),SmartCode,P2,Trivial,api|gdpr|mobile|performance|regression,Anti-flicker enabled,1. Open page slowly,Body hidden until VWO ready or 1s,Functional,aditya.rao,VWO-25.S13,Active
TC-02081,VWO-5733,Verify cookie 'plan=premium' condition in segment (rtl locale),Segmentation,P1,Critical,chrome|gdpr|i18n|regression,Segment Draft,1. Add cookie condition || 2. Save,Saved,Functional,vikram.singh,VWO-25.S34,Active
TC-02082,VWO-1605,Verify stopping likert survey hides widget (en-US),Surveys,P2,Trivial,accessibility|api|regression|sanity|smoke,Survey Running,1. Click Stop,Widget no longer rendered,Functional,sara.patel,VWO-25.S15,Active
TC-02083,VWO-2408,Verify CSAT survey triggers after 30s on page (en-GB),Surveys,P2,Major,chrome|edge|regression|smoke|ui,Survey Draft,1. Set trigger Time on page=30s || 2. Launch,Survey opens at 30s mark,Functional,aditya.rao,VWO-25.S31,Active
TC-02084,VWO-2298,Verify A/B campaign report loads under 3 seconds for 1M visitors (fr-FR),AB Testing,P1,Critical,accessibility|gdpr|i18n|performance|sanity,Campaign 2694 has 1M+ visitors,1. Open /campaigns/2694/report,Report renders within 3s | All goal cards present,Performance,ishaan.mehta,VWO-25.S45,Active
TC-02085,VWO-3517,Verify Bayesian probability shown for campaign #2937 (de-DE),Reports,P1,Trivial,dataloss|regression,Campaign 2937 report ready,1. Open report,P(best) per variation | Confidence label,Functional,sara.patel,VWO-25.S05,Draft
TC-02086,VWO-4445,Verify pause and resume on session recording (hi-IN),Session Recordings,P2,Minor,accessibility|chrome|edge|regression,Recording playing,1. Click Pause || 2. Click Play,Playback pauses then resumes from same frame,Functional,vikram.singh,VWO-25.S22,Active
TC-02087,VWO-1755,Verify scheduling weekly email digest of report (pt-BR),Reports,P3,Major,chrome|performance|regression|sanity,Report ready,1. Click Schedule Email || 2. Pick weekly,"Email scheduled, first run logged",Functional,ishaan.mehta,VWO-25.S32,Active
TC-02088,VWO-4610,Verify device targeting limits A/B test to iPhone 15 only (Chrome),AB Testing,P2,Trivial,api|chrome|e2e|regression|ui,A/B campaign Draft,1. Open Targeting > Device || 2. Select tablet || 3. Save,Bucket only when device matches | Other devices skip the test,Functional,sara.patel,VWO-25.S52,Archived
TC-02089,VWO-4673,Verify Track Status indicator shows green when goal hits in last 24h (Chrome),Goals,P1,Major,e2e|performance|regression|ui,Goal received hit recently,1. Open goals list,Status icon green,UI,promode.dutta,VWO-25.S38,Active
TC-02090,VWO-5464,Verify responsive breakpoint toggle (desktop/tablet/mobile) (Safari),Editor,P0,Major,mobile|ui,Editor loaded,1. Switch breakpoint,Iframe resizes accordingly,UI,neha.khanna,VWO-25.S49,Active
TC-02091,VWO-5988,Verify custom CSS injection scope is limited to variation (Edge),AB Testing,P1,Major,api|integration|regression|sanity,A/B test editor open,1. Add CSS '.hero{background:red}' || 2. Save || 3. Open Variation B preview,Variation A: red hero | Variation B: unchanged,Functional,dev.ranganathan,VWO-25.S22,Active
